Date,Open,High,Low,Close,Volume,
5/5/2008,299.73,299.8,293.86,297.75,6288296,2138
5/6/2008,295.8,296.3,291.79,293.47,4632216,2137
5/7/2008,295.43,300.04,288.5,289.79,6613900,2136
5/8/2008,293.39,294.94,289.74,291.8,5123411,2135
5/9/2008,289.8,292.8,285.9,286.9,4484839,2134
5/12/2008,287.66,293.67,284.74,292.76,4865400,2133
5/13/2008,293.41,294.27,289.56,291.79,5165161,2132
5/14/2008,293.54,295.89,287.91,288.44,4379072,2131
5/15/2008,289.79,291.77,288.09,290.79,4343918,2130
5/16/2008,291.01,292.63,289.45,290.33,4275273,2129
5/19/2008,289.56,294.73,287.05,289.05,5604808,2128
5/20/2008,287.6,291.53,286.74,289.59,3313954,2127
5/21/2008,289.55,291,274.22,275.27,6470194,2126
5/22/2008,276.25,277.38,270.4,275,5077251,2125
5/23/2008,273.75,276.78,269.17,272.58,4434523,2124
5/27/2008,272.75,281.58,272.2,280.73,3868084,2123
5/28/2008,284.25,286.03,280.83,284.4,4053146,2122
5/29/2008,287.68,293.23,286.89,291.79,4846918,2121
5/30/2008,292.03,295.25,290.94,293.19,3226189,2120
6/2/2008,291.54,292.24,285.92,287.79,3674673,2119
6/3/2008,288.54,290.54,280.59,283.93,4335870,2118
6/4/2008,282.95,289.29,282.56,286.4,3363944,2117
6/5/2008,288.83,294.31,288.39,293.44,3921519,2116
6/6/2008,290.16,290.65,283.78,283.78,4735039,2115
6/9/2008,284.31,285.28,272.97,279.21,5288503,2114
6/10/2008,275.05,279.69,273.66,277.36,3658060,2113
6/11/2008,278.4,278.95,272.5,272.87,3813039,2112
6/12/2008,274.65,279.28,273.71,276.75,5496577,2111
6/13/2008,281.03,288.14,280.95,286.04,6184523,2110
6/16/2008,283.53,289.84,283.53,286.69,3544066,2109
6/17/2008,288.46,289.32,284.47,285.01,3463538,2108
6/18/2008,282.54,284.78,279.86,281.47,3388111,2107
6/19/2008,277.95,282.17,275.68,280.38,5683305,2106
6/20/2008,278.77,278.77,272.53,273.49,5983267,2105
6/23/2008,272.95,276.85,271.28,272.88,3636930,2104
6/24/2008,272.84,275.87,267.82,271.42,4672590,2103
6/25/2008,272.76,279.18,272.11,275.78,4126218,2102
6/26/2008,272.32,272.74,264.39,264.67,5660281,2101
6/27/2008,264.1,265.26,257.8,264.3,5446925,2100
6/30/2008,266.51,269.27,261.79,263.47,3765738,2099
7/1/2008,260.05,268.63,258.76,267.63,4961186,2098
7/2/2008,268.52,270.46,263.29,263.78,4225485,2097
7/3/2008,265.71,269.88,264.01,268.77,2400686,2096
7/7/2008,271.42,274.77,268.07,272.23,4260084,2095
7/8/2008,273.27,277.87,270.27,277.54,4933328,2094
7/9/2008,275.66,278.12,270.64,271.05,4154089,2093
7/10/2008,272.77,275.02,265.63,270.56,4332164,2092
7/11/2008,268.52,270.02,259.97,267.17,4981837,2091
7/14/2008,269.77,270.3,257.98,261.07,4425055,2090
7/15/2008,258.4,264.01,250.8,258.3,6071955,2089
7/16/2008,257.28,268.52,255.56,268.07,4744695,2088
7/17/2008,267.35,268.79,262.51,266.99,8796466,2087
7/18/2008,249.42,249.74,239.33,240.9,11294260,2086
7/21/2008,240.68,242.29,233.08,234.63,5910402,2085
7/22/2008,233.59,240.37,233.03,238.79,4694231,2084
7/23/2008,241.05,248.86,239.29,244.85,4898469,2083
7/24/2008,248.6,248.68,238.05,238.05,3544129,2082
7/25/2008,243.49,246.81,240.99,246.24,3184517,2081
7/28/2008,246.29,246.29,237.8,238.8,3164213,2080
7/29/2008,239.89,243.87,239.24,241.8,2803356,2079
7/30/2008,242.99,243.25,236.64,241.59,3491976,2078
7/31/2008,237.52,240.69,235.96,237.11,2865036,2077
8/1/2008,236.49,236.85,231.48,234.16,3008213,2076
8/4/2008,234.29,236.74,231.18,231.73,2486956,2075
8/5/2008,234.03,240.28,233.4,240.16,3584521,2074
8/6/2008,239.42,245.13,236.49,243.41,3375880,2073
8/7/2008,241.24,242.24,238.44,239.8,2773726,2072
8/8/2008,240.32,248.12,238.08,247.75,3739462,2071
8/11/2008,246.48,254.69,246.14,250.67,4241367,2070
8/12/2008,251.25,253.32,249.25,251.56,2755768,2069
8/13/2008,251.05,252.02,247.19,250.27,3626049,2068
8/14/2008,249.1,254.06,248.39,253,2918940,2067
8/15/2008,253.75,255.59,253,255.33,3545614,2066
8/18/2008,255.17,255.26,248,249.4,3336321,2065
8/19/2008,245.46,249.39,243.56,245.5,3046669,2064
8/20/2008,247.61,248.59,241.53,242.74,3984524,2063
8/21/2008,241.7,245.19,239.87,243.51,3514192,2062
8/22/2008,246,247.68,244.98,245.54,2297253,2061
8/25/2008,243.3,248.75,240.99,241.75,2015252,2060
8/26/2008,241.97,241.97,235.53,237.32,3308534,2059
8/27/2008,237.1,237.65,232.65,234.52,4388646,2058
8/28/2008,236.48,238.46,235.4,237.13,3029755,2057
8/29/2008,235.11,235.74,231.4,231.88,3848198,2056
9/2/2008,238.62,241.33,230.94,232.86,6120696,2055
9/3/2008,234.6,237.38,230.02,232.44,4315457,2054
9/4/2008,230.23,231.85,224.92,225.36,4886656,2053
9/5/2008,222.97,226.45,220.26,222.35,4538375,2052
9/8/2008,226.24,226.7,208.98,210.18,9021498,2051
9/9/2008,211.8,216.41,207.71,209.54,7231445,2050
9/10/2008,212.45,212.45,205.04,207.29,6227792,2049
9/11/2008,204.38,217.76,203.39,217.09,6472648,2048
9/12/2008,215.32,221.22,214.71,219.05,6027927,2047
9/15/2008,212.21,221.21,212.07,217.15,6568621,2046
9/16/2008,213.19,224.86,212.96,221.69,6991767,2045
9/17/2008,219.46,219.79,206.93,207.45,9129154,2044
9/18/2008,211.53,219.81,205.46,219.76,8592097,2043
9/19/2008,230.73,231.27,221.86,224.8,10008393,2042
9/22/2008,227.29,227.29,214.71,215.29,4409119,2041
9/23/2008,216.84,220.62,213.07,214.85,5206644,2040
9/24/2008,215.39,222.72,215.27,217.77,4242795,2039
9/25/2008,219.64,225.22,218.21,220.02,5026917,2038
9/26/2008,214.21,218.8,210.73,215.74,5292426,2037
9/29/2008,209.96,211.97,190.55,190.69,10764969,2036
9/30/2008,198.2,212.76,196.36,200.46,8824587,2035
10/1/2008,206.27,208.7,201.75,206.07,6237073,2034
10/2/2008,205.1,205.19,193.19,195.44,5988151,2033
10/3/2008,198.87,206.46,191.73,193.65,8035907,2032
10/6/2008,187.18,188.18,178.76,185.79,11222485,2031
10/7/2008,186.85,187.68,172.86,173.18,11058832,2030
10/8/2008,165.25,179.67,163.22,169.22,11828463,2029
10/9/2008,172.43,174.46,161,164.65,8088421,2028
10/10/2008,156.74,171.12,155.31,166.17,10600607,2027
10/13/2008,178.07,191.17,173.05,190.7,8907601,2026
10/14/2008,196.96,197.45,178.68,181.54,7874657,2025
10/15/2008,177.5,179.68,169.58,169.75,6721780,2024
10/16/2008,166.55,178.43,154.87,176.69,16289267,2023
10/17/2008,189.67,193.19,181.96,186.46,14255817,2022
10/20/2008,190.06,190.68,179.97,189.85,6757002,2021
10/21/2008,186.38,192.08,181.18,181.56,5790611,2020
10/22/2008,178.67,185.03,172.17,178.01,6564121,2019
10/23/2008,177,179.18,169.16,176.34,6480445,2018
10/24/2008,163.4,175.41,162.53,169.81,7358927,2017
10/27/2008,167.57,171.67,162.96,164.91,6209173,2016
10/28/2008,169.69,184.84,164.42,184.56,8106988,2015
10/29/2008,183.08,185.69,176.36,179.18,9763687,2014
10/30/2008,184.41,186.19,179.36,180.02,7993407,2013
10/31/2008,178.26,186.17,177.31,179.86,7426876,2012
11/3/2008,178.97,181.68,170.89,173.42,5955447,2011
11/4/2008,176.9,186.37,172.92,183.65,7352449,2010
11/5/2008,181.26,184.62,170.83,171.29,6949770,2009
11/6/2008,170.15,172.38,163.07,165.78,8579492,2008
11/7/2008,166.73,170.75,162.83,165.74,4690083,2007
11/10/2008,164.16,164.89,154.89,159.55,8097595,2006
11/11/2008,154.5,158.31,150.41,155.89,10148785,2005
11/12/2008,151.18,156.4,144.02,145.65,10054453,2004
11/13/2008,146.03,156.66,140.14,156.2,13239068,2003
11/14/2008,151.78,162.66,151.43,155.17,9518466,2002
11/17/2008,151.65,155.24,149.12,150.21,7544451,2001
11/18/2008,150.94,152.02,142.82,148.86,8348791,2000
11/19/2008,147.84,150.25,139.43,140.23,7841605,1999
11/20/2008,137.58,141.61,129.65,129.91,9780746,1998
11/21/2008,131.39,134.82,123.77,131.35,10246338,1997
11/24/2008,134.76,135.11,124.63,128.85,10059557,1996
11/25/2008,134.47,143.47,133.79,141.17,10774259,1995
11/26/2008,140.28,147.88,138.24,146.19,6359179,1994
11/28/2008,145.44,148.37,144.28,146.63,2566368,1993
12/1/2008,143.48,143.83,133.12,133.13,5711464,1992
12/2/2008,135,139.03,131.42,137.69,5841927,1991
12/3/2008,135.06,140.82,132.8,139.85,5906616,1990
12/4/2008,138.4,141.89,134.52,137.31,4887799,1989
12/5/2008,135.65,142.26,132.14,142.14,6523993,1988
12/8/2008,145.14,154.87,141.14,151.21,8145300,1987
12/9/2008,148.99,159.16,148.65,153.14,6891773,1986
12/10/2008,154.77,157.61,152.41,154.56,5239603,1985
12/11/2008,152.24,156.6,149.05,150.26,6181078,1984
12/12/2008,148,158.39,147.15,158.04,5722856,1983
12/15/2008,157.16,159.4,152.71,155.49,6738806,1982
12/16/2008,157.42,164.91,155.79,162.8,7199994,1981
12/17/2008,159.48,161.23,156.37,157.78,5798130,1980
12/18/2008,158.51,160.34,154.71,155.3,4764056,1979
12/19/2008,155.65,159.05,154.65,155.24,5670140,1978
12/22/2008,154.43,154.9,145.46,148.7,3919429,1977
12/23/2008,150.37,151.81,148.48,149.16,3783790,1976
12/24/2008,150.89,153.32,149.34,151.63,1921757,1975
12/26/2008,152.19,152.78,149.3,150.33,1961122,1974
12/29/2008,150.26,150.84,145.94,148.86,3702166,1973
12/30/2008,150.55,153.56,149.5,151.71,3845369,1972
12/31/2008,152.25,155.66,151.46,153.98,2887334,1971
1/2/2009,154.45,161.07,152.9,160.82,3617574,1970
1/5/2009,160.66,165.79,157.66,164.19,4891063,1969
1/6/2009,166.66,170.57,163.36,167.2,6426845,1968
1/7/2009,164.32,165.62,159.53,161.17,4495295,1967
1/8/2009,159.3,162.76,158.83,162.76,3601466,1966
1/9/2009,163.91,163.91,156.86,157.69,4341085,1965
1/12/2009,158.31,159.63,155.27,156.5,3304863,1964
1/13/2009,156.04,160.46,155.35,157.32,4433603,1963
1/14/2009,155.15,157.06,149.02,150.64,5577379,1962
1/15/2009,148.93,151.94,143.54,149.64,5937439,1961
1/16/2009,152.66,154.28,148,149.98,5225959,1960
1/20/2009,149.72,149.9,141.52,141.52,5050088,1959
1/21/2009,144.32,151.9,144.32,151.69,4927534,1958
1/22/2009,149.17,154.83,147.72,153.4,8266320,1957
1/23/2009,154.79,166.15,152.26,162.51,10732775,1956
1/26/2009,162.59,164.16,160.44,162.1,4611581,1955
1/27/2009,163.39,167.1,162.3,165.91,4929544,1954
1/28/2009,169.16,176.34,168.32,174.51,7693202,1953
1/29/2009,172.44,172.7,170.23,171.83,7284342,1952
1/30/2009,172.52,174.57,168.17,169.43,4673619,1951
2/2/2009,167.31,172.67,166.17,170.46,5206915,1950
2/3/2009,171.46,171.67,167.08,170.4,6561634,1949
2/4/2009,170.21,177.4,169.75,171.67,6817851,1948
2/5/2009,170.63,177.87,168.67,177.04,7265283,1947
2/6/2009,178.41,187.09,177.9,185.83,7041797,1946
2/9/2009,185.83,190.69,183.83,189.57,4983224,1945
2/10/2009,188.18,188.94,179.12,179.43,7105831,1944
2/11/2009,179.65,182.68,176.68,179.2,5232088,1943
2/12/2009,176.76,181.99,175.92,181.71,5551383,1942
2/13/2009,181.28,181.68,177.79,179.02,4147107,1941
2/17/2009,173.43,173.72,170.01,171.5,5680732,1940
2/18/2009,173.79,176.87,170.43,176.73,6025999,1939
2/19/2009,178.91,180.08,170.88,171.49,4989553,1938
2/20/2009,169.19,174.63,167.67,173.4,6218278,1937
2/23/2009,173.67,175.07,164.94,165.2,5220506,1936
2/24/2009,165.68,174.98,165.61,172.9,6101985,1935
2/25/2009,171.25,176.33,169.63,170.99,6440776,1934
2/26/2009,173.15,176.42,168.75,168.76,5607758,1933
2/27/2009,166.64,172.08,165.72,169.16,5420892,1932
3/2/2009,166.83,170.52,163.16,163.74,5789674,1931
3/3/2009,165.2,167.01,161.34,162.9,6524207,1930
3/4/2009,161.74,164.66,157.85,159.62,7820133,1929
3/5/2009,158.4,159.7,151.47,152.97,6530631,1928
3/6/2009,153.76,155.25,147.27,154.44,7238087,1927
3/9/2009,150.14,153.44,144.87,145.59,6929592,1926
3/10/2009,149.27,155.41,147.27,154.24,6731733,1925
3/11/2009,155.21,160.16,153.01,159.11,5926878,1924
3/12/2009,158.93,162.66,156.98,161.93,5026330,1923
3/13/2009,163.21,163.89,159.67,162.37,3907609,1922
3/16/2009,163.16,165.03,159.45,160,4947256,1921
3/17/2009,160.25,167.84,159.7,167.84,4715786,1920
3/18/2009,167.57,170.17,164.19,166.72,5013619,1919
3/19/2009,166.01,168.17,163.85,165.13,4111476,1918
3/20/2009,165.32,166.66,163.33,165.25,4738590,1917
3/23/2009,166.95,174.9,166.68,174.48,4272085,1916
3/24/2009,173.42,177.1,172.17,173.76,3821808,1915
3/25/2009,175.38,175.85,168.29,172.21,4337117,1914
3/26/2009,176.74,179.76,174.42,176.82,6004769,1913
3/27/2009,175.18,176.17,172.91,174.02,3323401,1912
3/30/2009,171.44,172.08,168.2,171.52,3096702,1911
3/31/2009,174.64,176.93,173.26,174.2,3658421,1910
4/1/2009,172.06,177.8,170.48,177.22,3303042,1909
4/2/2009,181.84,185.06,180.34,181.43,4489367,1908
4/3/2009,182.43,186.05,179.18,185.07,3789784,1907
4/6/2009,183.68,185.09,180.88,184.3,3281760,1906
4/7/2009,181.48,182.06,177.83,179.5,3681433,1905
4/8/2009,181.93,182.68,178.28,181.18,2765142,1904
4/9/2009,184.93,187.36,183.31,186.44,3383146,1903
4/13/2009,185.85,189.74,185.34,189.24,3050081,1902
4/14/2009,188.66,188.68,182.98,184.64,3429359,1901
4/15/2009,183.73,190.72,182.26,189.94,4935003,1900
4/16/2009,190.94,196.65,190.7,194.56,10185094,1899
4/17/2009,193.2,200.11,192.6,196.32,10734963,1898
4/20/2009,193.27,195.52,188.13,189.84,4429555,1897
4/21/2009,188.27,192.34,188.24,190.93,3697301,1896
4/22/2009,191.07,195.19,189.69,192.12,3503616,1895
4/23/2009,193.95,195.07,190.75,192.54,2611240,1894
4/24/2009,193.22,196.79,190.44,194.94,3386147,1893
4/27/2009,192.36,194.94,191.57,193.17,2291125,1892
4/28/2009,192.07,194.72,190.96,192.05,2943938,1891
4/29/2009,193.18,197.68,193.11,195.93,3610160,1890
4/30/2009,198.08,202.08,197.6,198.18,4361069,1889
5/1/2009,197.71,198.99,195.97,197.04,2428611,1888
5/4/2009,199.28,201.4,197.59,201.19,3204843,1887
5/5/2009,200.19,202.7,198.82,201.7,2401096,1886
5/6/2009,203.6,204.34,200.7,201.94,2633743,1885
5/7/2009,202.25,202.7,196.45,198.5,3000724,1884
5/8/2009,201.63,205.27,197.7,203.87,3865597,1883
5/11/2009,201.6,206.21,200.8,204.19,2560736,1882
5/12/2009,205.21,205.7,197.75,199.7,3796453,1881
5/13/2009,197.24,198.39,194.37,194.96,2852384,1880
5/14/2009,194.59,196.3,192.54,193.94,2937904,1879
5/15/2009,195.75,197.25,194.74,195.2,3016859,1878
5/18/2009,197.56,198.85,192.89,198.62,3352055,1877
5/19/2009,198.25,201.02,196.7,199.64,2837823,1876
5/20/2009,201.25,203.04,197.7,198.79,2284191,1875
5/21/2009,198.35,201.62,197.12,198.45,2720300,1874
5/22/2009,198.53,199.52,196.2,196.95,1718843,1873
5/26/2009,196.17,202.7,195.2,202.38,3104776,1872
5/27/2009,203.02,206.14,202.61,202.98,3035892,1871
5/28/2009,204.54,206.02,202.51,205.41,2668993,1870
5/29/2009,206.26,208.83,205.56,208.82,2649405,1869
6/1/2009,209.57,215.01,209.47,213.49,3323431,1868
6/2/2009,213.34,215.19,211.91,214.41,2626012,1867
6/3/2009,213.21,216.45,212.21,216.04,3535593,1866
6/4/2009,217.87,220.84,217.47,220.36,3639434,1865
6/5/2009,222.76,223.89,219.95,222.38,3681002,1864
6/8/2009,219.97,220.68,217.28,219.6,3098931,1863
6/9/2009,219.51,220.47,216.1,218.03,3255945,1862
6/10/2009,218.33,219.16,213.55,216.52,3358870,1861
6/11/2009,216.1,217.08,214.4,214.71,2866040,1860
6/12/2009,213.64,214.06,210.82,212.63,2918429,1859
6/15/2009,210.96,210.96,207.21,208.59,3737299,1858
6/16/2009,209.86,210.76,207.92,208.21,3050261,1857
6/17/2009,208.3,210.07,205.99,207.79,3490947,1856
6/18/2009,208.05,209.55,206.71,207.24,3087653,1855
6/19/2009,209.31,210.44,207.5,210.26,4261008,1854
6/22/2009,208.68,208.95,201.15,203.88,4124360,1853
6/23/2009,203.53,204.7,201.48,203.04,2899710,1852
6/24/2009,204.57,206.32,203.48,204.85,2457992,1851
6/25/2009,203.7,208.16,203.46,208.09,3045279,1850
6/26/2009,207.05,214.33,206.76,212.87,3257482,1849
6/29/2009,213.21,214.11,211.33,212.28,2169518,1848
6/30/2009,212.21,213.82,209.32,211.01,2594683,1847
7/1/2009,212.31,213.41,209.28,209.7,2310768,1846
7/2/2009,207.91,207.91,203.61,204.45,2517630,1845
7/6/2009,203.45,205.53,201.03,205.01,2262557,1844
7/7/2009,204.32,204.8,198.19,198.51,3260307,1843
7/8/2009,200.2,203.2,199.23,201.45,3441854,1842
7/9/2009,203.26,207.43,203.1,205.4,3275816,1841
7/10/2009,204.99,208.89,204.55,207.41,2929559,1840
7/13/2009,208.3,212.47,207.8,212.36,4047557,1839
7/14/2009,212.07,213.58,210.65,212.56,2896461,1838
7/15/2009,215.04,219.56,214.46,219.3,3779342,1837
7/16/2009,218.56,223.1,217.27,221.52,6554412,1836
7/17/2009,216.72,217.96,213.56,215.34,6854734,1835
7/20/2009,215.15,216.64,213.34,215.3,3154002,1834
7/21/2009,215.69,216.17,213.07,214.16,2969146,1833
7/22/2009,214.21,215.32,211.96,214.06,2586960,1832
7/23/2009,214.55,220.83,212.96,218.89,3479378,1831
7/24/2009,218.12,225.47,217.72,223.58,3629454,1830
7/27/2009,223.24,223.6,219.02,222.62,2505329,1829
7/28/2009,220.72,221.63,218.27,220.14,2541052,1828
7/29/2009,218.83,219.12,216.16,218.34,1987216,1827
7/30/2009,221.53,225.96,221.53,223.04,3200547,1826
7/31/2009,225.21,226.58,221.44,221.75,2861550,1825
8/3/2009,224.59,227.18,224.04,226.33,2591173,1824
8/4/2009,224.91,227.23,224.44,227.09,2390098,1823
8/5/2009,228.23,228.68,224.16,225.8,2342227,1822
8/6/2009,227.38,227.67,224.49,225.41,2111395,1821
8/7/2009,228.06,229.94,227.72,228.78,2543392,1820
8/10/2009,227.8,229.43,227.12,228.53,1741979,1819
8/11/2009,227.06,228.84,226.42,227.2,1714613,1818
8/12/2009,227.93,231.11,227.69,229.52,2341768,1817
8/13/2009,231.31,232.59,229.68,231.37,1995640,1816
8/14/2009,231.62,231.82,228.67,230.23,1676559,1815
8/17/2009,225.98,226.22,221.78,222.67,2620304,1814
8/18/2009,222.77,224.07,221.38,222.86,2357493,1813
8/19/2009,220.22,222.72,219.5,222.21,2260091,1812
8/20/2009,226.23,231.32,225.84,230.44,4002454,1811
8/21/2009,233,233.28,231.56,232.85,3564367,1810
8/24/2009,233.91,235.28,232.44,234.6,2459325,1809
8/25/2009,234.8,237.41,234.59,235.92,2343030,1808
8/26/2009,236.62,236.74,233.58,234.23,1988449,1807
8/27/2009,234.52,234.52,230.6,233.26,2000000,1806
8/28/2009,234.86,236.42,231.92,232.61,1771808,1805
8/31/2009,230.12,231.16,229.23,231.07,1957955,1804
9/1/2009,230.07,233.64,227.44,228.11,2595091,1803
9/2/2009,228.14,229.39,226.52,226.73,1806518,1802
9/3/2009,228.14,229.35,227.73,228.99,1646354,1801
9/4/2009,229.01,231.53,228.12,230.88,1499873,1800
9/8/2009,232.38,233.73,228.15,229.54,2656609,1799
9/9/2009,229.76,233.37,229.63,232.22,2195496,1798
9/10/2009,233.56,235.71,231.23,235.71,2535304,1797
9/11/2009,235.44,236.89,234.05,236.31,1902811,1796
9/14/2009,235.49,238.64,235.26,237.8,1977667,1795
9/15/2009,237.78,239.69,236.59,239.01,2398607,1794
9/16/2009,240.14,244.93,239.48,244.39,2587367,1793
9/17/2009,245.53,248.93,243.82,246.11,4483447,1792
9/18/2009,248.63,248.74,245.86,245.98,3284248,1791
9/21/2009,244.11,249.7,243.35,248.75,2117567,1790
9/22/2009,250.71,251.25,249.15,249.78,3041830,1789
9/23/2009,250.64,253.75,249.1,249.48,2704685,1788
9/24/2009,250.49,250.96,246.75,248.63,2528646,1787
9/25/2009,247.39,250.21,246.25,246.49,2052014,1786
9/28/2009,247.67,251,246.89,249.51,1843168,1785
9/29/2009,250.01,250.12,246.75,249.51,2099379,1784
9/30/2009,250.25,250.32,243.86,248.17,3141701,1783
10/1/2009,246.75,248.48,243.74,243.84,2816234,1782
10/2/2009,242.11,246.12,241.54,242.53,2600805,1781
10/5/2009,244.07,246.46,241.91,244.5,2144652,1780
10/6/2009,246.1,249.93,246.1,249.62,2732977,1779
10/7/2009,249.75,259.75,249.15,259.03,4877683,1778
10/8/2009,260.04,261.89,256.93,257.35,4306504,1777
10/9/2009,258.58,261.02,257.51,258.38,2739892,1776
10/12/2009,261.97,263.14,259.92,262.28,3324320,1775
10/13/2009,262.46,263.99,260.95,263.32,3042242,1774
10/14/2009,266.5,268.06,265.26,267.93,3265055,1773
10/15/2009,267.14,268.72,263.9,265.22,6100353,1772
10/16/2009,273.94,277.65,272.54,275.2,8845714,1771
10/19/2009,276.62,277.08,274.64,276.32,3220167,1770
10/20/2009,276.1,276.75,270.62,276.14,4044439,1769
10/21/2009,275.23,279.95,274.77,275.83,3673168,1768
10/22/2009,275.27,277.78,274.27,277.32,2337087,1767
10/23/2009,277.9,279.22,275.88,277.12,2393191,1766
10/26/2009,278.15,281.1,275.72,277.38,2973706,1765
10/27/2009,275.76,277.56,272.35,274.42,3218033,1764
10/28/2009,274.21,275.27,269.39,270.42,2568660,1763
10/29/2009,271.78,276.19,270.77,275.8,2518762,1762
10/30/2009,275.27,275.36,267.39,268.33,3469738,1761
11/2/2009,268.81,270,264.38,267.26,3202875,1760
11/3/2009,265.27,269.02,264.41,268.91,2382892,1759
11/4/2009,270.67,273.02,268.48,270.44,2333629,1758
11/5/2009,272.02,275.16,271.6,274.6,1848039,1757
11/6/2009,274.13,276.17,273.02,275.83,1826705,1756
11/9/2009,278,281.57,277.39,281.54,2651426,1755
11/10/2009,281.65,284.67,281.28,283.66,2231476,1754
11/11/2009,285.53,287.04,283.21,285.57,2321856,1753
11/12/2009,285.06,286.74,283.03,284.21,1886395,1752
11/13/2009,284.93,286.54,283.59,286.31,1668092,1751
11/16/2009,287.79,288.78,286.68,288.43,2199136,1750
11/17/2009,287.72,289.04,287.15,289.03,1920765,1749
11/18/2009,288.61,289.68,286.32,288.61,1550127,1748
11/19/2009,287.17,287.29,285.28,286.78,2168302,1747
11/20/2009,285.04,286.09,284.98,285.27,2006202,1746
11/23/2009,288.53,293.59,288.22,291.47,2548562,1745
11/24/2009,291.54,292.44,288.56,291.84,1608648,1744
11/25/2009,293.5,293.82,291.64,293.16,1461405,1743
11/27/2009,286.29,291.52,285.77,290.17,1384523,1742
11/30/2009,290.61,292.13,288.84,291.79,1725231,1741
12/1/2009,294.36,295.91,291.79,295.23,2321273,1740
12/2/2009,295.79,296.8,293.4,294.05,1665225,1739
12/3/2009,294.81,296.02,292.79,293.16,1429399,1738
12/4/2009,296.81,297.71,289.88,292.8,2514042,1737
12/7/2009,292.41,294.64,290.79,293.42,1636587,1736
12/8/2009,292.04,295.63,291.29,293.82,1525524,1735
12/9/2009,294.04,294.96,292.08,294.8,1781288,1734
12/10/2009,295.52,297.65,295.5,296.05,1669525,1733
12/11/2009,297.64,297.67,294.16,295.55,1723378,1732
12/14/2009,297.92,298.95,296.6,298.16,1913572,1731
12/15/2009,296.95,298.49,295.79,296.87,2280340,1730
12/16/2009,299.75,300.49,298.62,299.18,2809751,1729
12/17/2009,298.52,299.12,297.18,297.27,2640762,1728
12/18/2009,298.31,299.76,297.8,298.51,3532540,1727
12/21/2009,299.27,300.22,298.13,299.64,2571981,1726
12/22/2009,300.97,301.05,299.72,300.86,1884290,1725
12/23/2009,302.05,306.74,301.73,306.15,2075311,1724
12/24/2009,306.77,310.07,306.44,309.55,858620,1723
12/28/2009,311.14,313.31,309.55,311.75,1698015,1722
12/29/2009,312.68,312.73,309.45,310.01,1427712,1721
12/30/2009,309.56,311.68,309.31,311.68,1466379,1720
12/31/2009,312.69,313.01,310.3,310.3,1220214,1719
1/4/2010,313.79,315.07,312.43,313.69,1957963,1718
1/5/2010,313.9,314.23,311.08,312.31,3007857,1717
1/6/2010,313.24,313.24,303.48,304.43,3980628,1716
1/7/2010,305,305.3,296.62,297.35,6418020,1715
1/8/2010,296.3,301.93,294.85,301.31,4724735,1714
1/11/2010,302.53,302.53,297.32,300.86,7216804,1713
1/12/2010,299.34,299.38,294.29,295.54,4853249,1712
1/13/2010,288.53,294.48,287.24,293.84,6499074,1711
1/14/2010,292.24,297.4,291.7,295.22,4241570,1710
1/15/2010,296.09,297.08,289.31,290.29,5437698,1709
1/19/2010,291.04,295.51,288.43,294.1,4317143,1708
1/20/2010,293.28,293.28,287.93,290.5,3253498,1707
1/21/2010,292.01,293.7,286.41,291.78,6307634,1706
1/22/2010,282.53,285.59,267.7,275.28,6807653,1705
1/25/2010,273.57,275.21,268.02,270.27,4421012,1704
1/26/2010,269.25,275.07,268.41,271.48,4356767,1703
1/27/2010,270.91,274.1,267.92,271.32,3965467,1702
1/28/2010,272.52,273.77,265.57,267.41,3231041,1701
1/29/2010,269.51,270.76,263.07,265.24,4141196,1700
2/1/2010,267.57,268.17,265.42,266.78,2253021,1699
2/2/2010,267.75,267.75,264.07,265.83,4096305,1698
2/3/2010,264.6,271.32,264.38,270.68,2999890,1697
2/4/2010,268.77,269.27,263.04,263.65,3382732,1696
2/5/2010,264.46,267.02,261.49,265.91,3157048,1695
2/8/2010,266.52,271.27,266.03,267,2695412,1694
2/9/2010,270.04,271.04,267.8,268.49,2828685,1693
2/10/2010,267.3,269.16,264.11,267.49,2675794,1692
2/11/2010,266.39,270.52,265.01,268.47,2411090,1691
2/12/2010,266.75,268.84,265.52,266.83,2280371,1690
2/16/2010,268.84,272.34,267.42,270.92,3654824,1689
2/17/2010,271.27,271.97,269.07,269.37,2030680,1688
2/18/2010,269.04,272.78,268.34,271.88,2339250,1687
2/19/2010,270.77,272.29,270.12,270.65,2555348,1686
2/22/2010,273.95,274.02,270.77,271.67,2144741,1685
2/23/2010,271.77,272.09,266.41,267.8,2874790,1684
2/24/2010,267.46,269.49,265.52,266,2326901,1683
2/25/2010,263.82,264.51,260.26,263.48,3309373,1682
2/26/2010,263.97,266.14,262,263.66,2049372,1681
3/1/2010,264.86,266.91,264.13,266.61,2238334,1680
3/2/2010,268.01,273.1,267.77,270.8,4357461,1679
3/3/2010,271.45,274.33,269.89,272.93,3090124,1678
3/4/2010,273.52,278.34,273.37,277.57,3184077,1677
3/5/2010,280.96,284.12,280.23,282.39,3913364,1676
3/8/2010,282.67,282.87,280.79,281.52,2386506,1675
3/9/2010,280.2,282.61,278.53,280.38,3177588,1674
3/10/2010,282.16,289.54,281.39,288.51,5659067,1673
3/11/2010,287.42,293.4,287.39,290.86,4235226,1672
